,CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size
488,489,Female,57,"$1,36,242.00",34,Artist,9,1
489,490,Female,60,"$81,934.00",81,Healthcare,1,4
490,491,Female,59,"$1,30,511.00",97,Artist,3,4
491,492,Female,54,"$1,44,502.00",88,Lawyer,3,1
492,493,Male,90,"$63,769.00",6,Artist,4,2
493,494,Female,14,"$66,760.00",20,Artist,0,4
494,495,Female,34,"$1,35,115.00",54,Entertainment,1,7
495,496,Female,85,"$1,79,877.00",17,Healthcare,12,4
496,497,Female,83,"$93,351.00",65,Doctor,1,1
497,498,Male,12,"$84,547.00",96,Homemaker,3,3
498,499,Male,95,"$1,21,725.00",3,,12,3
499,500,Male,41,"$65,723.00",91,Artist,6,7
500,501,Female,38,"$96,794.00",96,Healthcare,6,3
501,502,Male,68,"$72,352.00",61,Healthcare,8,5
502,503,Female,4,"$53,097.00",21,Healthcare,0,7
503,504,Female,5,"$1,44,831.00",17,Artist,1,3
504,505,Female,3,"$1,83,851.00",10,Doctor,1,2
505,506,Female,20,"$1,11,896.00",90,Executive,1,3
506,507,Female,3,"$64,824.00",30,Executive,1,1
507,508,Male,36,"$88,565.00",16,Healthcare,1,5
508,509,Female,70,"$1,04,974.00",63,Artist,1,1
509,510,Female,17,"$1,67,060.00",47,Artist,1,5
510,511,Female,31,"$69,018.00",17,Artist,6,1
511,512,Female,48,"$1,74,109.00",96,Entertainment,0,1
512,513,Male,28,"$62,186.00",29,Marketing,0,1
513,514,Male,97,"$1,83,783.00",70,Healthcare,9,3
514,515,Male,81,"$83,771.00",1,Artist,1,2
515,516,Female,37,"$1,48,196.00",91,Artist,0,2
516,517,Male,85,"$1,31,742.00",87,Entertainment,1,1
517,518,Female,78,"$59,971.00",94,Homemaker,14,7
518,519,Female,13,"$88,960.00",2,Entertainment,13,3
519,520,Female,53,"$1,40,107.00",38,Healthcare,1,5
520,521,Female,41,"$1,61,896.00",49,Entertainment,1,3
521,522,Female,9,"$57,272.00",60,Engineer,1,1
522,523,Male,20,"$1,19,952.00",2,Healthcare,8,2
523,524,Female,98,"$1,67,197.00",63,Doctor,1,5
524,525,Female,44,"$1,86,116.00",2,Healthcare,8,6
525,526,Female,66,"$1,34,677.00",59,Healthcare,15,5
526,527,Female,58,"$1,80,479.00",74,Healthcare,0,3
527,528,Male,97,"$1,12,783.00",21,Artist,9,6
528,529,Male,13,"$1,50,258.00",17,Doctor,0,3
529,530,Male,48,"$1,15,832.00",92,Artist,2,2
530,531,Female,47,"$1,04,834.00",44,Artist,0,7
531,532,Male,93,"$1,52,571.00",66,Doctor,14,5
532,533,Female,11,"$1,62,287.00",45,Engineer,3,2
533,534,Female,68,"$1,71,761.00",59,Doctor,1,6
534,535,Female,87,"$77,709.00",73,Artist,0,1
535,536,Female,22,"$95,053.00",17,Entertainment,1,2
536,537,Male,89,"$74,820.00",33,Doctor,1,2
537,538,Male,57,"$1,52,267.00",92,Engineer,9,5
538,539,Male,91,"$71,925.00",14,Artist,4,2
539,540,Female,84,"$1,51,340.00",95,Artist,1,7
540,541,Male,56,"$1,62,921.00",51,Executive,0,4
541,542,Female,26,"$52,234.00",30,Executive,1,2
542,543,Female,56,"$1,00,271.00",87,Artist,1,5
543,544,Female,6,"$1,70,266.00",23,Artist,3,2
544,545,Female,33,"$88,763.00",1,Entertainment,1,1
545,546,Female,89,"$1,07,359.00",26,,10,6
546,547,Male,99,"$1,64,781.00",83,Engineer,0,2
547,548,Female,25,"$1,56,016.00",85,Artist,2,1
548,549,Female,96,"$1,86,882.00",40,Entertainment,1,7
549,550,Female,35,"$99,300.00",88,Homemaker,5,2
550,551,Male,16,"$58,127.00",65,Marketing,0,3
551,552,Female,81,"$89,211.00",12,Doctor,1,7
552,553,Female,7,"$1,48,607.00",59,Homemaker,1,7
553,554,Female,31,"$1,39,592.00",62,Marketing,1,1
554,555,Female,16,"$1,72,051.00",62,Healthcare,1,3
555,556,Male,89,"$57,033.00",99,Artist,0,4
556,557,Male,84,"$1,17,612.00",63,Engineer,0,6
557,558,Male,40,"$1,85,321.00",96,Artist,0,7
558,559,Female,17,"$1,86,577.00",5,Healthcare,8,5
559,560,Male,0,"$1,51,298.00",89,Artist,0,6
560,561,Female,69,"$1,23,925.00",52,Artist,1,7
561,562,Female,17,"$1,69,496.00",12,Lawyer,11,6
562,563,Female,0,"$1,42,892.00",25,Entertainment,8,1
563,564,Female,34,"$58,979.00",3,Entertainment,9,5
564,565,Female,51,"$1,41,416.00",100,Healthcare,15,1
565,566,Male,54,"$1,04,854.00",67,Healthcare,1,7
566,567,Female,19,"$1,80,331.00",14,Artist,17,5
567,568,Female,99,"$1,72,896.00",13,Engineer,0,3
568,569,Female,2,"$1,01,451.00",82,Healthcare,4,3
569,570,Female,91,"$1,89,974.00",37,Engineer,8,1
570,571,Male,65,"$90,084.00",65,Artist,1,6
571,572,Female,47,"$1,12,247.00",24,Executive,4,5
572,573,Female,91,"$1,81,775.00",61,Artist,4,5
573,574,Female,64,"$59,088.00",31,Artist,1,3
574,575,Female,91,"$60,856.00",23,Artist,1,6
575,576,Male,32,"$1,49,900.00",34,Artist,6,3
576,577,Male,15,"$1,42,776.00",98,Engineer,8,5
577,578,Male,22,"$1,62,598.00",84,Artist,8,3
578,579,Female,37,"$1,46,195.00",89,Healthcare,4,4
579,580,Male,83,"$1,35,268.00",53,Lawyer,4,5
580,581,Female,89,"$1,36,037.00",1,Marketing,5,1
581,582,Female,33,"$1,11,191.00",67,Artist,9,4
582,583,Female,13,"$1,44,111.00",62,Entertainment,12,5
583,584,Female,71,"$1,77,359.00",56,Doctor,6,2
584,585,Female,10,"$1,12,818.00",85,Marketing,15,7
585,586,Male,49,"$53,509.00",98,Artist,5,4
586,587,Female,9,"$1,68,269.00",75,Executive,10,2
587,588,Female,53,"$86,766.00",2,Lawyer,16,3
588,589,Female,63,"$52,661.00",25,Healthcare,12,5
589,590,Female,46,"$1,48,520.00",14,Healthcare,11,5
590,591,Male,42,"$1,49,936.00",52,Artist,15,3
591,592,Female,73,"$1,02,296.00",31,Entertainment,7,5
592,593,Male,75,"$1,78,416.00",16,Executive,10,7
593,594,Female,49,"$83,788.00",41,Doctor,15,1
594,595,Female,96,"$1,84,771.00",77,Engineer,8,5
595,596,Female,52,"$70,302.00",88,Executive,14,3
596,597,Female,15,"$58,639.00",51,Entertainment,5,7
597,598,Male,91,"$97,879.00",40,Entertainment,15,7
598,599,Male,22,"$64,707.00",29,Entertainment,7,3
599,600,Male,62,"$71,795.00",87,Healthcare,8,1
600,601,Male,41,"$76,567.00",85,Doctor,16,1
601,602,Male,61,"$1,26,370.00",20,,11,4
602,603,Female,71,"$1,54,007.00",32,Artist,7,7
603,604,Female,91,"$69,720.00",78,Lawyer,17,6
604,605,Female,94,"$85,265.00",68,Executive,7,6
605,606,Female,3,"$1,55,864.00",31,Healthcare,13,3
606,607,Female,15,"$99,421.00",72,Artist,8,7
607,608,Female,96,"$1,45,457.00",57,Executive,2,1
608,609,Male,12,"$1,18,041.00",77,Artist,9,2
609,610,Female,23,"$73,759.00",83,Doctor,0,7
610,611,Male,94,"$90,082.00",17,Artist,5,7
611,612,Female,7,"$74,928.00",12,Artist,0,6
612,613,Female,74,"$1,01,352.00",36,Lawyer,0,5
613,614,Female,52,"$93,947.00",81,Healthcare,9,2
614,615,Male,39,"$1,34,629.00",23,Engineer,1,6
615,616,Male,72,"$1,01,858.00",70,Healthcare,8,6
616,617,Female,55,"$1,65,501.00",47,Artist,10,4
617,618,Male,29,"$1,35,931.00",74,Lawyer,5,1
618,619,Male,38,"$1,03,356.00",20,Marketing,1,6
619,620,Female,44,"$75,195.00",79,Artist,1,3
620,621,Male,58,"$1,23,083.00",44,Entertainment,6,5
621,622,Male,77,"$73,884.00",30,Healthcare,1,2
622,623,Female,56,"$91,180.00",61,Entertainment,1,7
623,624,Male,79,"$86,235.00",52,Artist,0,2
624,625,Female,97,"$96,400.00",4,Doctor,1,7
625,626,Male,78,"$83,599.00",12,Healthcare,1,6
626,627,Female,91,"$82,535.00",50,Healthcare,0,1
627,628,Male,35,"$92,227.00",8,Lawyer,0,5
628,629,Female,43,"$1,50,444.00",27,Artist,13,4
629,630,Female,37,"$1,49,095.00",83,Lawyer,1,2
630,631,Male,63,"$1,13,605.00",42,Artist,3,3
631,632,Female,16,"$93,854.00",82,Healthcare,0,7
632,633,Male,32,"$1,18,280.00",92,Artist,0,5
633,634,Male,91,"$94,576.00",90,Artist,0,1
634,635,Female,33,"$1,29,257.00",70,Executive,6,3
635,636,Female,57,"$70,373.00",10,Healthcare,2,6
636,637,Female,43,"$77,600.00",66,Healthcare,0,1
637,638,Female,26,"$1,13,707.00",97,Entertainment,0,5
638,639,Female,59,"$1,89,672.00",8,Doctor,0,7
639,640,Female,61,"$1,43,180.00",58,Artist,0,5
640,641,Female,59,"$1,74,890.00",14,Marketing,3,4
641,642,Male,66,"$1,21,377.00",19,,7,7
642,643,Male,26,"$1,54,857.00",13,Healthcare,0,7
643,644,Female,67,"$1,60,945.00",51,Healthcare,0,5
644,645,Female,85,"$1,19,557.00",35,Artist,0,2
645,646,Female,76,"$1,87,141.00",33,Doctor,0,7
646,647,Female,57,"$97,468.00",22,Artist,0,1
647,648,Female,77,"$1,60,351.00",77,Lawyer,8,5
648,649,Female,66,"$1,78,627.00",94,Healthcare,1,2
649,650,Female,49,"$1,70,188.00",80,Lawyer,1,6
650,651,Female,36,"$1,66,007.00",40,Doctor,1,4
651,652,Male,74,"$91,794.00",83,Entertainment,0,7
652,653,Female,16,"$1,89,072.00",86,Artist,6,3
653,654,Male,27,"$1,52,717.00",15,Executive,1,6
654,655,Female,3,"$1,58,549.00",98,Executive,0,3
655,656,Male,31,"$1,34,263.00",94,Marketing,1,3
656,657,Female,30,"$1,48,236.00",28,Executive,1,1
657,658,Male,94,"$1,71,677.00",81,Artist,0,6
658,659,Female,31,"$1,89,446.00",38,Artist,1,6
659,660,Male,49,"$1,06,633.00",53,Artist,0,3
660,661,Male,49,"$81,084.00",48,Executive,6,5
661,662,Male,53,"$1,48,759.00",52,Doctor,7,7
662,663,Female,3,"$1,17,638.00",95,Healthcare,2,7
663,664,Female,91,"$1,59,537.00",37,Doctor,4,1
664,665,Male,26,"$79,526.00",6,Marketing,9,7
665,666,Male,28,"$1,01,414.00",64,,8,1
666,667,Female,92,"$1,09,519.00",72,Entertainment,1,4
667,668,Female,59,"$1,56,880.00",70,Artist,0,7
668,669,Male,15,"$1,57,278.00",58,Artist,0,6
669,670,Female,23,"$1,44,916.00",84,Engineer,1,7
670,671,Male,54,"$59,163.00",100,Marketing,3,3
671,672,Female,93,"$93,991.00",49,Artist,1,3
672,673,Female,65,"$58,318.00",45,Doctor,1,1
673,674,Female,13,"$1,80,786.00",88,Lawyer,1,5
674,675,Male,71,"$84,622.00",45,Doctor,0,6
675,676,Male,1,"$92,674.00",59,Artist,8,4
676,677,Female,57,"$87,553.00",94,Artist,1,1
677,678,Male,14,"$74,174.00",79,Entertainment,1,2
678,679,Female,77,"$1,80,831.00",33,Healthcare,1,2
679,680,Female,89,"$1,37,397.00",33,Doctor,1,7
680,681,Male,17,"$96,154.00",100,Artist,1,4
681,682,Male,86,"$1,72,477.00",69,Entertainment,1,3
682,683,Male,42,"$59,954.00",37,Executive,4,4
683,684,Female,29,"$1,12,240.00",95,Entertainment,0,4
684,685,Female,54,"$1,45,679.00",35,Artist,0,2
685,686,Male,96,"$1,36,265.00",49,Artist,12,5
686,687,Female,58,"$74,869.00",12,Healthcare,0,3
687,688,Female,52,"$1,09,425.00",46,Engineer,0,1
688,689,Female,3,"$1,26,015.00",57,Healthcare,0,1
689,690,Female,13,"$1,56,951.00",66,Healthcare,4,7
690,691,Female,3,"$1,27,172.00",68,Healthcare,1,2
691,692,Male,89,"$1,13,834.00",22,Doctor,0,3
692,693,Male,83,"$1,32,005.00",2,Entertainment,0,5
693,694,Female,80,"$1,71,323.00",78,Lawyer,10,4
694,695,Female,74,"$92,355.00",87,Entertainment,1,4
695,696,Male,42,"$60,982.00",3,Healthcare,0,5
696,697,Female,91,"$51,742.00",33,Artist,8,3
697,698,Female,31,"$1,38,612.00",71,Executive,9,2
698,699,Male,8,"$1,58,123.00",84,Artist,1,1
699,700,Male,64,"$1,64,675.00",65,Executive,0,5
700,701,Female,41,"$1,72,882.00",27,Healthcare,8,7
701,702,Female,62,"$70,119.00",93,Artist,0,1
702,703,Male,41,"$1,13,998.00",26,Healthcare,7,7
703,704,Male,22,"$1,14,011.00",40,,5,7
704,705,Male,5,"$57,265.00",89,Entertainment,7,7
705,706,Female,38,"$1,30,597.00",2,Artist,6,1
706,707,Female,88,"$1,21,597.00",7,Engineer,0,5
707,708,Male,56,"$1,03,210.00",100,Artist,6,6
708,709,Male,47,"$66,308.00",8,Executive,0,4
709,710,Male,4,"$1,41,336.00",93,Homemaker,2,1
710,711,Male,82,"$1,53,632.00",76,Entertainment,9,7
711,712,Female,31,"$65,520.00",71,Lawyer,1,2
712,713,Female,69,"$1,53,217.00",83,Healthcare,1,6
713,714,Male,62,"$92,768.00",75,Doctor,1,1
714,715,Female,54,"$1,32,345.00",10,Artist,0,2
715,716,Female,60,"$1,86,069.00",49,Marketing,1,2
716,717,Female,31,"$53,802.00",32,Artist,1,7
717,718,Female,17,"$1,03,739.00",62,Healthcare,6,4
718,719,Female,15,"$50,550.00",34,Healthcare,9,7
719,720,Female,37,"$1,45,648.00",21,Healthcare,7,6
720,721,Male,36,"$85,737.00",37,Executive,0,3
721,722,Female,27,"$99,950.00",20,Entertainment,0,4
722,723,Female,11,"$83,220.00",21,Engineer,7,4
723,724,Male,83,"$73,410.00",50,Entertainment,8,5
724,725,Female,71,"$64,310.00",43,Marketing,2,1
725,726,Female,20,"$59,844.00",79,Doctor,0,1
726,727,Male,3,"$67,787.00",1,Executive,1,6
727,728,Male,52,"$1,72,841.00",4,Engineer,0,1
728,729,Male,75,"$1,45,528.00",61,Healthcare,1,2
729,730,Male,36,"$1,73,807.00",42,Artist,0,2
730,731,Male,60,"$1,85,794.00",69,Entertainment,7,1
731,732,Male,8,"$1,19,780.00",71,Healthcare,1,3
732,733,Female,9,"$1,58,596.00",86,Artist,1,2
733,734,Female,41,"$1,18,122.00",52,Entertainment,0,6
734,735,Male,38,"$99,964.00",11,Healthcare,7,4
735,736,Female,69,"$1,20,752.00",27,Executive,1,6
736,737,Female,33,"$1,89,630.00",53,Executive,5,5
737,738,Male,64,"$1,25,510.00",6,Healthcare,3,3
738,739,Male,19,"$1,01,799.00",49,Engineer,1,1
739,740,Female,88,"$92,914.00",74,Artist,0,3
740,741,Female,91,"$1,62,465.00",59,Engineer,9,3
741,742,Male,84,"$1,63,818.00",27,Engineer,2,1
742,743,Female,43,"$53,832.00",56,Entertainment,4,1
743,744,Female,30,"$1,40,190.00",49,Engineer,1,4
744,745,Male,16,"$1,25,836.00",69,Healthcare,1,4
745,746,Male,89,"$1,00,938.00",27,Entertainment,0,7
746,747,Male,5,"$1,68,670.00",37,Artist,1,3
747,748,Female,54,"$1,76,885.00",10,Entertainment,0,3
748,749,Female,41,"$1,11,174.00",28,Artist,4,5
749,750,Male,80,"$1,27,335.00",97,Artist,6,6
750,751,Male,37,"$1,49,103.00",3,Healthcare,10,1
751,752,Male,87,"$1,67,705.00",31,Healthcare,0,7
752,753,Female,50,"$1,83,548.00",85,Entertainment,1,4
753,754,Female,14,"$50,396.00",46,Lawyer,0,6
754,755,Female,17,"$63,557.00",3,Marketing,1,1
755,756,Female,98,"$87,878.00",55,Artist,1,6
756,757,Male,3,"$55,634.00",53,Engineer,8,3
757,758,Female,83,"$1,18,110.00",26,Engineer,1,5
758,759,Male,13,"$1,29,396.00",36,Artist,6,6
759,760,Female,46,"$62,628.00",64,Entertainment,8,6
760,761,Female,25,"$51,700.00",17,Healthcare,4,6
761,762,Female,4,"$1,06,816.00",49,Artist,7,5
762,763,Male,64,"$93,000.00",67,Lawyer,0,2
763,764,Female,84,"$1,44,148.00",71,Doctor,1,4
764,765,Male,12,"$1,01,388.00",90,Artist,0,2
765,766,Female,56,"$1,71,560.00",78,Engineer,0,2
766,767,Male,58,"$1,56,366.00",60,Entertainment,8,1
767,768,Female,0,"$1,43,910.00",22,Marketing,1,7
768,769,Female,25,"$1,06,569.00",84,Engineer,1,3
769,770,Male,28,"$1,73,009.00",25,Healthcare,9,6
770,771,Male,78,"$54,252.00",29,Engineer,0,5
771,772,Male,56,"$1,04,600.00",57,Entertainment,6,3
772,773,Male,91,"$50,250.00",54,Artist,0,2
773,774,Male,77,"$93,242.00",84,Entertainment,0,7
774,775,Female,83,"$1,56,839.00",38,Artist,3,7
775,776,Female,64,"$71,305.00",39,Artist,9,2
776,777,Male,19,"$85,975.00",73,Entertainment,0,6
777,778,Male,94,"$1,88,107.00",52,Engineer,10,2
778,779,Male,19,"$82,333.00",35,Marketing,1,2
779,780,Male,84,"$1,25,016.00",25,Entertainment,1,7
780,781,Female,10,"$1,48,908.00",10,Healthcare,2,3
781,782,Female,19,"$58,217.00",70,Artist,0,1
782,783,Male,74,"$76,521.00",29,Engineer,7,4
783,784,Female,95,"$1,17,763.00",42,Artist,1,2
784,785,Female,34,"$1,15,184.00",93,Homemaker,1,4
785,786,Male,30,"$54,251.00",7,Artist,2,6
786,787,Female,53,"$1,12,530.00",24,Entertainment,2,6
787,788,Male,67,"$1,07,409.00",2,Artist,1,6
788,789,Female,23,"$84,793.00",23,Homemaker,9,6
789,790,Female,25,"$66,952.00",79,Entertainment,1,2
790,791,Female,84,"$1,53,465.00",11,Lawyer,1,4
791,792,Female,1,"$1,78,214.00",17,Artist,1,7
792,793,Male,70,"$1,52,069.00",42,Entertainment,4,4
793,794,Female,56,"$1,32,860.00",17,Healthcare,7,2
794,795,Female,0,"$1,47,719.00",86,Lawyer,1,7
795,796,Female,91,"$1,72,915.00",29,Doctor,9,1
796,797,Female,81,"$1,48,594.00",29,Entertainment,3,5
797,798,Male,33,"$61,986.00",77,Executive,0,1
798,799,Male,75,"$91,456.00",13,Artist,1,4
799,800,Male,11,"$1,66,247.00",84,Executive,1,2
800,801,Female,61,"$1,40,516.00",50,Artist,0,3
801,802,Male,81,"$1,48,208.00",36,,5,7
802,803,Female,62,"$1,33,822.00",78,Marketing,0,4
803,804,Female,44,"$1,75,424.00",32,Artist,4,5
804,805,Female,67,"$1,21,528.00",92,Healthcare,8,4
805,806,Female,30,"$1,89,369.00",69,Healthcare,0,3
806,807,Female,92,"$80,808.00",26,Artist,1,1
807,808,Male,25,"$57,535.00",84,Entertainment,1,7
808,809,Female,61,"$1,63,509.00",51,Healthcare,0,4
809,810,Female,72,"$75,884.00",57,Executive,0,7
810,811,Female,89,"$1,57,759.00",52,Artist,1,6
811,812,Female,37,"$1,84,813.00",44,Executive,0,2
812,813,Male,59,"$1,87,253.00",51,Executive,8,7
813,814,Male,41,"$81,718.00",36,Entertainment,1,3
814,815,Male,60,"$1,50,019.00",37,Doctor,1,2
815,816,Female,81,"$53,452.00",73,Entertainment,1,6
816,817,Male,85,"$1,50,765.00",42,Homemaker,8,2
817,818,Female,91,"$1,54,456.00",71,,0,7
818,819,Female,65,"$56,647.00",12,Doctor,6,4
819,820,Female,19,"$1,17,477.00",48,Healthcare,6,7
820,821,Female,78,"$79,677.00",9,Artist,10,7
821,822,Female,0,"$1,16,759.00",28,Marketing,7,3
822,823,Male,26,"$1,80,702.00",21,Entertainment,6,1
823,824,Female,2,"$1,22,698.00",100,Entertainment,8,1
824,825,Female,60,"$1,69,346.00",55,Healthcare,7,2
825,826,Female,67,"$93,176.00",25,Artist,4,1
826,827,Female,4,"$75,853.00",40,Homemaker,4,5
827,828,Male,7,"$1,19,362.00",58,Engineer,8,1
828,829,Male,28,"$81,545.00",36,Artist,4,7
829,830,Male,67,"$67,372.00",75,Artist,0,7
830,831,Female,30,"$1,09,703.00",61,Executive,1,1
831,832,Male,38,"$1,66,697.00",39,Marketing,13,4
832,833,Female,40,"$1,24,982.00",34,Engineer,1,7
833,834,Female,6,"$1,46,776.00",83,Lawyer,1,7
834,835,Female,3,"$1,47,548.00",45,Executive,4,5
835,836,Female,51,"$1,17,620.00",60,Healthcare,7,6
836,837,Male,63,"$85,351.00",57,Healthcare,0,2
837,838,Male,65,"$1,74,432.00",8,Artist,0,7
838,839,Male,44,"$70,787.00",68,Doctor,1,3
839,840,Female,90,"$75,473.00",63,Healthcare,0,7
840,841,Male,76,"$90,082.00",49,Healthcare,1,6
841,842,Female,62,"$1,85,388.00",54,Healthcare,0,2
842,843,Female,5,"$1,68,110.00",69,Doctor,14,6
843,844,Female,67,"$1,84,628.00",38,Artist,12,2
844,845,Female,38,"$1,76,551.00",45,Healthcare,8,1
845,846,Female,31,"$76,422.00",21,Healthcare,9,7
846,847,Male,2,"$1,64,248.00",51,Entertainment,9,3
847,848,Female,82,"$1,09,188.00",38,Lawyer,5,7
848,849,Female,66,"$1,32,951.00",26,Healthcare,4,1
849,850,Female,75,"$1,64,598.00",32,Healthcare,8,1
850,851,Male,69,"$1,86,655.00",32,,7,2
851,852,Female,62,"$1,11,859.00",86,Healthcare,6,1
852,853,Female,0,"$1,21,926.00",41,Lawyer,7,1
853,854,Female,11,"$1,43,047.00",42,Executive,1,3
854,855,Female,22,"$1,31,748.00",23,Artist,1,3
855,856,Male,76,"$1,42,801.00",23,Lawyer,0,1
856,857,Male,85,"$1,42,723.00",46,Engineer,0,6
857,858,Male,21,"$1,55,151.00",16,Marketing,14,3
858,859,Female,64,"$1,53,607.00",48,Healthcare,1,4
859,860,Male,94,"$1,44,192.00",34,Healthcare,0,3
860,861,Female,83,"$1,74,159.00",22,Lawyer,4,4
861,862,Female,93,"$73,642.00",50,Marketing,0,3
862,863,Female,12,"$1,70,319.00",46,Artist,8,7
863,864,Female,0,"$1,41,351.00",10,Engineer,0,2
864,865,Female,79,"$1,67,411.00",9,Marketing,12,5
865,866,Male,90,"$58,289.00",49,Artist,5,6
866,867,Female,45,"$79,801.00",77,Doctor,0,2
867,868,Female,82,"$1,46,118.00",52,Marketing,8,7
868,869,Female,57,"$57,337.00",14,Healthcare,1,4
869,870,Female,43,"$1,13,575.00",6,Entertainment,1,2
870,871,Male,63,"$1,22,658.00",65,Engineer,6,2
871,872,Female,62,"$1,51,836.00",13,Artist,0,6
872,873,Female,43,"$1,85,900.00",80,Homemaker,9,4
873,874,Female,34,"$94,029.00",98,Healthcare,1,4
874,875,Female,30,"$1,57,290.00",22,Artist,2,2
875,876,Male,97,"$1,75,996.00",42,Entertainment,10,4
876,877,Male,68,"$1,02,016.00",37,Artist,0,4
877,878,Male,16,"$77,902.00",67,Artist,1,2
878,879,Female,15,"$81,138.00",86,Healthcare,9,7
879,880,Male,25,"$1,28,258.00",48,Executive,0,2
880,881,Female,29,"$62,475.00",24,Artist,6,4
881,882,Female,85,"$82,854.00",75,Artist,6,4
882,883,Female,30,"$59,284.00",38,Doctor,7,7
883,884,Female,13,"$1,41,580.00",92,Healthcare,0,4
884,885,Female,88,"$1,71,362.00",90,Executive,6,4
885,886,Male,5,"$78,274.00",65,Artist,9,2
886,887,Female,95,"$76,646.00",61,Artist,0,1
887,888,Female,92,"$78,308.00",66,Executive,5,2
888,889,Female,63,"$78,971.00",89,Engineer,1,2
889,890,Female,75,"$65,528.00",73,Marketing,1,5
890,891,Male,67,"$94,199.00",71,Artist,5,7
891,892,Female,58,"$1,35,705.00",48,Engineer,8,7
892,893,Male,52,"$1,30,573.00",31,Entertainment,8,3
893,894,Female,85,"$1,52,303.00",68,Artist,1,5
894,895,Female,31,"$1,44,582.00",89,Doctor,1,1
895,896,Female,84,"$93,288.00",60,Artist,10,6
896,897,Female,93,"$88,192.00",3,Marketing,10,2
897,898,Male,18,"$62,362.00",81,Lawyer,7,3
898,899,Male,73,"$74,350.00",39,Lawyer,10,1
899,900,Male,3,"$1,44,103.00",42,Healthcare,8,7
900,901,Male,1,"$75,518.00",17,Lawyer,7,3
901,902,Male,53,"$1,60,980.00",62,Doctor,4,2
902,903,Female,75,"$1,02,904.00",28,Artist,7,6
903,904,Female,15,"$1,74,501.00",37,,9,7
904,905,Female,47,"$1,57,661.00",57,Healthcare,6,6
905,906,Female,66,"$1,18,385.00",8,Healthcare,10,3
906,907,Female,17,"$1,16,463.00",100,Artist,8,4
907,908,Female,1,"$1,61,212.00",14,Artist,9,6
908,909,Male,16,"$1,72,601.00",50,Marketing,4,6
909,910,Female,52,"$1,67,214.00",94,Homemaker,8,7
910,911,Male,21,"$69,644.00",19,Artist,5,1
911,912,Female,19,"$1,20,215.00",46,Homemaker,7,2
912,913,Female,29,"$1,80,401.00",23,Engineer,7,6
913,914,Female,40,"$1,13,739.00",93,Artist,5,7
914,915,Male,76,"$1,11,717.00",41,Healthcare,1,2
915,916,Male,91,"$62,808.00",20,Engineer,0,4
916,917,Female,24,"$67,582.00",13,Artist,1,3
917,918,Male,4,"$96,543.00",60,Artist,9,1
918,919,Male,90,"$89,667.00",69,Artist,0,2
919,920,Female,56,"$98,980.00",65,Engineer,0,1
920,921,Male,14,"$1,24,998.00",17,Lawyer,1,3
921,922,Male,52,"$1,89,091.00",12,Artist,0,6
922,923,Female,14,"$1,53,842.00",3,Artist,1,3
923,924,Male,30,"$1,06,314.00",16,Artist,0,7
924,925,Female,70,"$62,901.00",60,Artist,8,5
925,926,Male,14,"$1,49,618.00",78,Healthcare,4,6
926,927,Female,95,"$72,068.00",97,Healthcare,0,6
927,928,Male,25,"$81,367.00",87,,0,3
928,929,Female,95,"$1,18,575.00",10,Entertainment,1,3
929,930,Female,12,"$82,382.00",97,Executive,1,3
930,931,Male,82,"$1,14,776.00",55,Entertainment,10,3
931,932,Female,2,"$1,45,597.00",81,Artist,1,6
932,933,Male,51,"$1,62,072.00",86,Engineer,1,1
933,934,Male,63,"$1,72,872.00",11,Healthcare,0,7
934,935,Female,30,"$1,82,162.00",6,Artist,1,3
935,936,Female,68,"$71,467.00",81,Artist,5,7
936,937,Female,21,"$85,568.00",1,Healthcare,0,6
937,938,Female,99,"$56,851.00",72,Entertainment,6,3
938,939,Female,0,"$1,16,782.00",73,Artist,9,5
939,940,Female,80,"$67,781.00",1,Entertainment,4,4
940,941,Female,51,"$70,152.00",29,Healthcare,0,2
941,942,Male,18,"$1,85,861.00",82,Artist,3,6
942,943,Male,43,"$1,62,595.00",17,Artist,3,3
943,944,Female,29,"$80,098.00",54,Lawyer,10,6
944,945,Female,20,"$1,84,801.00",8,Lawyer,1,1
945,946,Female,39,"$58,908.00",37,Artist,6,6
946,947,Female,9,"$1,46,011.00",69,Marketing,9,5
947,948,Female,45,"$1,35,174.00",39,Artist,9,4
948,949,Female,65,"$1,14,244.00",64,Artist,0,1
949,950,Female,64,"$1,57,207.00",52,Healthcare,0,4
950,951,Female,81,"$1,28,834.00",23,Entertainment,5,4
951,952,Male,54,"$51,166.00",24,Entertainment,0,7
952,953,Female,32,"$1,30,118.00",36,Artist,0,4
953,954,Male,29,"$87,014.00",71,Doctor,11,4
954,955,Female,25,"$1,11,379.00",93,Artist,0,2
955,956,Male,5,"$83,704.00",82,Entertainment,1,1
956,957,Female,55,"$90,558.00",49,Healthcare,8,2
957,958,Male,12,"$1,87,343.00",14,Healthcare,6,3
958,959,Female,81,"$1,11,174.00",48,Entertainment,9,6
959,960,Male,87,"$64,461.00",63,Engineer,4,4
960,961,Male,12,"$1,09,618.00",97,Artist,7,3
961,962,Male,91,"$1,89,357.00",4,Lawyer,7,1
962,963,Female,63,"$1,20,955.00",79,Artist,6,1
963,964,Female,97,"$1,68,898.00",54,Homemaker,8,7
964,965,Male,89,"$1,30,431.00",52,Healthcare,6,3
